機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,3785,122,14,12,0,1/145.6,1/270.4,1/315.4,1/0.0
ネオアイムジャグラーEX,882,499,-203,1,1,0,1/249.5,1/499.0,1/499.0,1/0.0
ネオアイムジャグラーEX,883,3184,616,15,8,0,1/138.4,1/212.3,1/398.0,1/0.0
ネオアイムジャグラーEX,884,1628,-494,4,5,0,1/180.9,1/407.0,1/325.6,1/0.0
ネオアイムジャグラーEX,885,870,76,4,1,0,1/174.0,1/217.5,1/870.0,1/0.0
ネオアイムジャグラーEX,886,3353,657,16,7,0,1/145.8,1/209.6,1/479.0,1/0.0
ネオアイムジャグラーEX,887,259,-308,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ネオアイムジャグラーEX,888,3733,599,18,9,0,1/138.3,1/207.4,1/414.8,1/0.0
ネオアイムジャグラーEX,889,338,64,2,0,0,1/169.0,1/169.0,1/0.0,1/0.0
ネオアイムジャグラーEX,890,5942,337,22,19,0,1/144.9,1/270.1,1/312.7,1/0.0
ネオアイムジャグラーEX,891,1708,343,8,5,0,1/131.4,1/213.5,1/341.6,1/0.0
ネオアイムジャグラーEX,892,2653,-459,9,6,0,1/176.9,1/294.8,1/442.2,1/0.0
ネオアイムジャグラーEX,893,292,-413,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ネオアイムジャグラーEX,894,1578,-250,5,3,0,1/197.2,1/315.6,1/526.0,1/0.0
ネオアイムジャグラーEX,895,1246,-331,4,3,0,1/178.0,1/311.5,1/415.3,1/0.0
ネオアイムジャグラーEX,896,764,-564,0,3,0,1/254.7,1/0.0,1/254.7,1/0.0
ネオアイムジャグラーEX,897,3821,-448,10,18,0,1/136.5,1/382.1,1/212.3,1/0.0
ネオアイムジャグラーEX,898,1713,-378,5,6,0,1/155.7,1/342.6,1/285.5,1/0.0
ネオアイムジャグラーEX,899,1460,-831,3,3,0,1/243.3,1/486.7,1/486.7,1/0.0
ネオアイムジャグラーEX,900,2375,-471,7,6,0,1/182.7,1/339.3,1/395.8,1/0.0
ネオアイムジャグラーEX,901,2617,-238,9,7,0,1/163.6,1/290.8,1/373.9,1/0.0
ネオアイムジャグラーEX,902,314,-238,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ネオアイムジャグラーEX,903,5571,337,21,15,0,1/154.8,1/265.3,1/371.4,1/0.0
ネオアイムジャグラーEX,904,581,-541,0,1,0,1/581.0,1/0.0,1/581.0,1/0.0
ネオアイムジャグラーEX,905,1289,-308,5,1,0,1/214.8,1/257.8,1/1289.0,1/0.0
ネオアイムジャグラーEX,906,677,-541,1,0,0,1/677.0,1/677.0,1/0.0,1/0.0
ネオアイムジャグラーEX,907,966,-76,3,2,0,1/193.2,1/322.0,1/483.0,1/0.0
ネオアイムジャグラーEX,908,2984,-483,10,4,0,1/213.1,1/298.4,1/746.0,1/0.0
ネオアイムジャグラーEX,909,2443,-99,8,9,0,1/143.7,1/305.4,1/271.4,1/0.0
ネオアイムジャグラーEX,910,1278,-145,4,4,0,1/159.8,1/319.5,1/319.5,1/0.0
ネオアイムジャグラーEX,911,364,-355,0,1,0,1/364.0,1/0.0,1/364.0,1/0.0
ネオアイムジャグラーEX,912,1197,331,4,5,0,1/133.0,1/299.2,1/239.4,1/0.0
ネオアイムジャグラーEX,913,608,-320,2,1,0,1/202.7,1/304.0,1/608.0,1/0.0
ネオアイムジャグラーEX,914,1311,552,8,1,0,1/145.7,1/163.9,1/1311.0,1/0.0
ネオアイムジャグラーEX,915,2027,-424,6,5,0,1/184.3,1/337.8,1/405.4,1/0.0
ネオアイムジャグラーEX,916,808,483,6,0,0,1/134.7,1/134.7,1/0.0,1/0.0
ネオアイムジャグラーEX,917,513,76,3,0,0,1/171.0,1/171.0,1/0.0,1/0.0
ネオアイムジャグラーEX,918,3144,-634,10,7,0,1/184.9,1/314.4,1/449.1,1/0.0
ネオアイムジャグラーEX,919,866,-215,2,4,0,1/144.3,1/433.0,1/216.5,1/0.0
ネオアイムジャグラーEX,920,4791,2395,23,25,0,1/99.8,1/208.3,1/191.6,1/0.0
ゴーゴージャグラー3,921,4366,-355,16,9,0,1/174.6,1/272.9,1/485.1,1/0.0
ゴーゴージャグラー3,922,1116,-715,2,3,0,1/223.2,1/558.0,1/372.0,1/0.0
ゴーゴージャグラー3,923,2365,-238,9,5,0,1/168.9,1/262.8,1/473.0,1/0.0
ゴーゴージャグラー3,924,1454,0,6,4,0,1/145.4,1/242.3,1/363.5,1/0.0
