機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,7402,-692,24,26,0,1/148.0,1/308.4,1/284.7,1/0.0
ネオアイムジャグラーEX,882,7228,1012,31,21,0,1/139.0,1/233.2,1/344.2,1/0.0
ネオアイムジャグラーEX,883,4576,-1942,10,13,0,1/199.0,1/457.6,1/352.0,1/0.0
ネオアイムジャグラーEX,884,8258,2209,34,37,0,1/116.3,1/242.9,1/223.2,1/0.0
ネオアイムジャグラーEX,885,7957,1593,38,19,0,1/139.6,1/209.4,1/418.8,1/0.0
ネオアイムジャグラーEX,886,4181,-291,17,9,0,1/160.8,1/245.9,1/464.6,1/0.0
ネオアイムジャグラーEX,887,7151,145,28,22,0,1/143.0,1/255.4,1/325.0,1/0.0
ネオアイムジャグラーEX,888,6820,-262,26,20,0,1/148.3,1/262.3,1/341.0,1/0.0
ネオアイムジャグラーEX,889,7137,1430,30,22,0,1/137.2,1/237.9,1/324.4,1/0.0
ネオアイムジャグラーEX,890,9575,-2116,28,24,0,1/184.1,1/342.0,1/399.0,1/0.0
ネオアイムジャグラーEX,891,7746,2721,38,26,0,1/121.0,1/203.8,1/297.9,1/0.0
ネオアイムジャグラーEX,892,6113,-820,21,14,0,1/174.7,1/291.1,1/436.6,1/0.0
ネオアイムジャグラーEX,893,7182,477,27,23,0,1/143.6,1/266.0,1/312.3,1/0.0
ネオアイムジャグラーEX,894,6982,1791,33,24,0,1/122.5,1/211.6,1/290.9,1/0.0
ネオアイムジャグラーEX,895,7626,1477,28,38,0,1/115.5,1/272.4,1/200.7,1/0.0
ネオアイムジャグラーEX,896,7129,581,29,18,0,1/151.7,1/245.8,1/396.1,1/0.0
ネオアイムジャグラーEX,897,8405,942,34,28,0,1/135.6,1/247.2,1/300.2,1/0.0
ネオアイムジャグラーEX,898,6999,-808,22,23,0,1/155.5,1/318.1,1/304.3,1/0.0
ネオアイムジャグラーEX,899,5821,-576,23,12,0,1/166.3,1/253.1,1/485.1,1/0.0
ネオアイムジャグラーEX,900,7508,1058,31,26,0,1/131.7,1/242.2,1/288.8,1/0.0
ネオアイムジャグラーEX,901,6327,-808,19,19,0,1/166.5,1/333.0,1/333.0,1/0.0
ネオアイムジャグラーEX,902,8772,657,33,29,0,1/141.5,1/265.8,1/302.5,1/0.0
ネオアイムジャグラーEX,903,7383,756,27,27,0,1/136.7,1/273.4,1/273.4,1/0.0
ネオアイムジャグラーEX,904,7159,-1058,23,24,0,1/152.3,1/311.3,1/298.3,1/0.0
ネオアイムジャグラーEX,905,7311,-477,25,22,0,1/155.6,1/292.4,1/332.3,1/0.0
ネオアイムジャグラーEX,906,7016,343,28,20,0,1/146.2,1/250.6,1/350.8,1/0.0
ネオアイムジャグラーEX,907,5509,-436,20,12,0,1/172.2,1/275.4,1/459.1,1/0.0
ネオアイムジャグラーEX,908,6306,-3093,13,18,0,1/203.4,1/485.1,1/350.3,1/0.0
ネオアイムジャグラーEX,909,6470,-384,24,20,0,1/147.0,1/269.6,1/323.5,1/0.0
ネオアイムジャグラーEX,910,5623,-3000,12,11,0,1/244.5,1/468.6,1/511.2,1/0.0
ネオアイムジャグラーEX,911,5735,-802,19,12,0,1/185.0,1/301.8,1/477.9,1/0.0
ネオアイムジャグラーEX,912,5437,151,23,9,0,1/169.9,1/236.4,1/604.1,1/0.0
ネオアイムジャグラーEX,913,7542,1012,31,23,0,1/139.7,1/243.3,1/327.9,1/0.0
ネオアイムジャグラーEX,914,7575,2535,36,25,0,1/124.2,1/210.4,1/303.0,1/0.0
ネオアイムジャグラーEX,915,6838,593,29,16,0,1/152.0,1/235.8,1/427.4,1/0.0
ネオアイムジャグラーEX,916,8437,1198,32,31,0,1/133.9,1/263.7,1/272.2,1/0.0
ネオアイムジャグラーEX,917,7157,686,28,25,0,1/135.0,1/255.6,1/286.3,1/0.0
ネオアイムジャグラーEX,918,5085,-1500,14,12,0,1/195.6,1/363.2,1/423.8,1/0.0
ネオアイムジャグラーEX,919,6550,-203,24,17,0,1/159.8,1/272.9,1/385.3,1/0.0
ネオアイムジャグラーEX,920,8102,-1291,25,22,0,1/172.4,1/324.1,1/368.3,1/0.0
ゴーゴージャグラー3,921,7252,-1081,25,18,0,1/168.7,1/290.1,1/402.9,1/0.0
ゴーゴージャグラー3,922,8985,570,36,32,0,1/132.1,1/249.6,1/280.8,1/0.0
ゴーゴージャグラー3,923,7712,2581,36,34,0,1/110.2,1/214.2,1/226.8,1/0.0
ゴーゴージャグラー3,924,8557,1570,36,36,0,1/118.8,1/237.7,1/237.7,1/0.0
ゴーゴージャグラー3,925,6740,-756,22,24,0,1/146.5,1/306.4,1/280.8,1/0.0
ゴーゴージャグラー3,926,7797,1570,35,32,0,1/116.4,1/222.8,1/243.7,1/0.0
ゴーゴージャグラー3,927,6948,343,26,32,0,1/119.8,1/267.2,1/217.1,1/0.0
ゴーゴージャグラー3,928,8349,2349,40,31,0,1/117.6,1/208.7,1/269.3,1/0.0
ゴーゴージャグラー3,929,6567,-3047,12,24,0,1/182.4,1/547.2,1/273.6,1/0.0
ゴーゴージャグラー3,930,7292,-221,26,31,0,1/127.9,1/280.5,1/235.2,1/0.0
ゴーゴージャグラー3,931,7495,1198,35,19,0,1/138.8,1/214.1,1/394.5,1/0.0
ゴーゴージャグラー3,932,5121,-1291,16,13,0,1/176.6,1/320.1,1/393.9,1/0.0
ゴーゴージャグラー3,933,6212,-762,22,17,0,1/159.3,1/282.4,1/365.4,1/0.0
ゴーゴージャグラー3,934,9633,-291,32,42,0,1/130.2,1/301.0,1/229.4,1/0.0
ゴーゴージャグラー3,935,7343,-1128,23,30,0,1/138.5,1/319.3,1/244.8,1/0.0
ゴーゴージャグラー3,936,8289,2302,40,24,0,1/129.5,1/207.2,1/345.4,1/0.0
ゴーゴージャグラー3,937,6686,-756,27,17,0,1/152.0,1/247.6,1/393.3,1/0.0
ゴーゴージャグラー3,938,5270,-2488,12,14,0,1/202.7,1/439.2,1/376.4,1/0.0
ゴーゴージャグラー3,939,7427,238,29,27,0,1/132.6,1/256.1,1/275.1,1/0.0
ゴーゴージャグラー3,940,7886,-157,27,29,0,1/140.8,1/292.1,1/271.9,1/0.0
スマスロ北斗の拳,291,6537,4081,100,22,0,1/53.6,1/65.4,1/297.1,1/0.0
スマスロ北斗の拳,292,6192,-1198,52,19,0,1/87.2,1/119.1,1/325.9,1/0.0
スマスロ北斗の拳,293,6028,3372,89,18,0,1/56.3,1/67.7,1/334.9,1/0.0
スマスロ北斗の拳,294,6771,640,76,22,0,1/69.1,1/89.1,1/307.8,1/0.0
スマスロ北斗の拳,295,3851,663,51,9,0,1/64.2,1/75.5,1/427.9,1/0.0
スマスロ北斗の拳,296,6461,360,71,21,0,1/70.2,1/91.0,1/307.7,1/0.0
スマスロ北斗の拳,297,3791,5128,81,9,0,1/42.1,1/46.8,1/421.2,1/0.0
スマスロ北斗の拳,298,7392,-826,66,25,0,1/81.2,1/112.0,1/295.7,1/0.0
スマスロ北斗の拳,299,3728,-35,43,8,0,1/73.1,1/86.7,1/466.0,1/0.0
スマスロ北斗の拳,300,6612,907,85,11,0,1/68.9,1/77.8,1/601.1,1/0.0
スマスロ北斗の拳,301,4645,-1744,36,10,0,1/101.0,1/129.0,1/464.5,1/0.0
スマスロ北斗の拳,302,6093,779,72,22,0,1/64.8,1/84.6,1/277.0,1/0.0
スマスロ北斗の拳,303,7027,-3558,45,19,0,1/109.8,1/156.2,1/369.8,1/0.0
スマスロ北斗の拳,304,6471,-2209,50,15,0,1/99.6,1/129.4,1/431.4,1/0.0
