機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,5424,174,24,9,0,1/164.4,1/226.0,1/602.7,1/0.0
ネオアイムジャグラーEX,882,1628,-297,6,4,0,1/162.8,1/271.3,1/407.0,1/0.0
ネオアイムジャグラーEX,883,2904,-733,10,6,0,1/181.5,1/290.4,1/484.0,1/0.0
ネオアイムジャグラーEX,884,4068,291,17,9,0,1/156.5,1/239.3,1/452.0,1/0.0
ネオアイムジャグラーEX,885,1823,-424,5,5,0,1/182.3,1/364.6,1/364.6,1/0.0
ネオアイムジャグラーEX,886,1173,-890,2,1,0,1/391.0,1/586.5,1/1173.0,1/0.0
ネオアイムジャグラーEX,887,8368,1837,37,28,0,1/128.7,1/226.2,1/298.9,1/0.0
ネオアイムジャグラーEX,888,1110,-541,2,2,0,1/277.5,1/555.0,1/555.0,1/0.0
ネオアイムジャグラーEX,889,878,-541,2,0,0,1/439.0,1/439.0,1/0.0,1/0.0
ネオアイムジャグラーEX,890,2856,-1267,8,4,0,1/238.0,1/357.0,1/714.0,1/0.0
ネオアイムジャグラーEX,891,4934,738,21,17,0,1/129.8,1/235.0,1/290.2,1/0.0
ネオアイムジャグラーEX,892,775,-331,2,1,0,1/258.3,1/387.5,1/775.0,1/0.0
ネオアイムジャグラーEX,893,6060,3512,38,16,0,1/112.2,1/159.5,1/378.8,1/0.0
ネオアイムジャグラーEX,894,2343,-76,9,5,0,1/167.4,1/260.3,1/468.6,1/0.0
ネオアイムジャグラーEX,895,2158,-157,8,5,0,1/166.0,1/269.8,1/431.6,1/0.0
ネオアイムジャグラーEX,896,2956,-343,10,9,0,1/155.6,1/295.6,1/328.4,1/0.0
ネオアイムジャグラーEX,897,7908,3093,39,28,0,1/118.0,1/202.8,1/282.4,1/0.0
ネオアイムジャグラーEX,898,3466,616,16,9,0,1/138.6,1/216.6,1/385.1,1/0.0
ネオアイムジャグラーEX,899,3469,-587,12,8,0,1/173.4,1/289.1,1/433.6,1/0.0
ネオアイムジャグラーEX,900,2523,-1105,6,4,0,1/252.3,1/420.5,1/630.8,1/0.0
ネオアイムジャグラーEX,901,2684,122,10,7,0,1/157.9,1/268.4,1/383.4,1/0.0
ネオアイムジャグラーEX,902,4664,-203,17,9,0,1/179.4,1/274.4,1/518.2,1/0.0
ネオアイムジャグラーEX,903,1176,-227,5,0,0,1/235.2,1/235.2,1/0.0,1/0.0
ネオアイムジャグラーEX,904,6183,1919,32,15,0,1/131.6,1/193.2,1/412.2,1/0.0
ネオアイムジャグラーEX,905,5291,87,20,17,0,1/143.0,1/264.6,1/311.2,1/0.0
ネオアイムジャグラーEX,906,3818,-390,13,13,0,1/146.8,1/293.7,1/293.7,1/0.0
ネオアイムジャグラーEX,907,3645,-297,11,11,0,1/165.7,1/331.4,1/331.4,1/0.0
ネオアイムジャグラーEX,908,4050,29,16,10,0,1/155.8,1/253.1,1/405.0,1/0.0
ネオアイムジャグラーEX,909,3147,-227,11,8,0,1/165.6,1/286.1,1/393.4,1/0.0
ネオアイムジャグラーEX,910,2959,-1779,6,6,0,1/246.6,1/493.2,1/493.2,1/0.0
ネオアイムジャグラーEX,911,2638,610,15,1,0,1/164.9,1/175.9,1/2638.0,1/0.0
ネオアイムジャグラーEX,912,1891,-1453,2,3,0,1/378.2,1/945.5,1/630.3,1/0.0
ネオアイムジャグラーEX,913,2239,-1151,5,3,0,1/279.9,1/447.8,1/746.3,1/0.0
ネオアイムジャグラーEX,914,1429,-1198,1,4,0,1/285.8,1/1429.0,1/357.2,1/0.0
ネオアイムジャグラーEX,915,5326,-407,17,18,0,1/152.2,1/313.3,1/295.9,1/0.0
ネオアイムジャグラーEX,916,4844,1012,26,9,0,1/138.4,1/186.3,1/538.2,1/0.0
ネオアイムジャグラーEX,917,6711,2116,30,25,0,1/122.0,1/223.7,1/268.4,1/0.0
ネオアイムジャグラーEX,918,1530,-820,3,3,0,1/255.0,1/510.0,1/510.0,1/0.0
ネオアイムジャグラーEX,919,4421,599,18,14,0,1/138.2,1/245.6,1/315.8,1/0.0
ネオアイムジャグラーEX,920,2258,-1128,5,2,0,1/322.6,1/451.6,1/1129.0,1/0.0
ゴーゴージャグラー3,921,4699,-1314,12,20,0,1/146.8,1/391.6,1/234.9,1/0.0
ゴーゴージャグラー3,922,1473,-1105,2,4,0,1/245.5,1/736.5,1/368.2,1/0.0
ゴーゴージャグラー3,923,8577,3465,46,30,0,1/112.9,1/186.5,1/285.9,1/0.0
ゴーゴージャグラー3,924,6097,2163,28,28,0,1/108.9,1/217.8,1/217.8,1/0.0
ゴーゴージャグラー3,925,3930,-529,14,13,0,1/145.6,1/280.7,1/302.3,1/0.0
ゴーゴージャグラー3,926,2440,-227,6,9,0,1/162.7,1/406.7,1/271.1,1/0.0
ゴーゴージャグラー3,927,4875,244,21,14,0,1/139.3,1/232.1,1/348.2,1/0.0
ゴーゴージャグラー3,928,1538,-785,3,4,0,1/219.7,1/512.7,1/384.5,1/0.0
ゴーゴージャグラー3,929,6984,1930,35,20,0,1/127.0,1/199.5,1/349.2,1/0.0
ゴーゴージャグラー3,930,5970,-919,20,20,0,1/149.2,1/298.5,1/298.5,1/0.0
ゴーゴージャグラー3,931,1824,-773,3,7,0,1/182.4,1/608.0,1/260.6,1/0.0
ゴーゴージャグラー3,932,1199,-52,5,3,0,1/149.9,1/239.8,1/399.7,1/0.0
ゴーゴージャグラー3,933,5780,523,26,16,0,1/137.6,1/222.3,1/361.2,1/0.0
ゴーゴージャグラー3,934,2746,-145,9,11,0,1/137.3,1/305.1,1/249.6,1/0.0
ゴーゴージャグラー3,935,6425,3233,40,23,0,1/102.0,1/160.6,1/279.3,1/0.0
ゴーゴージャグラー3,936,2499,756,14,8,0,1/113.6,1/178.5,1/312.4,1/0.0
