機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,5448,-145,18,20,0,1/143.4,1/302.7,1/272.4,1/0.0
ネオアイムジャグラーEX,882,2178,-110,6,9,0,1/145.2,1/363.0,1/242.0,1/0.0
ネオアイムジャグラーEX,883,3366,-1081,11,6,0,1/198.0,1/306.0,1/561.0,1/0.0
ネオアイムジャグラーEX,884,1154,227,6,1,0,1/164.9,1/192.3,1/1154.0,1/0.0
ネオアイムジャグラーEX,885,2796,-2674,1,8,0,1/310.7,1/2796.0,1/349.5,1/0.0
ネオアイムジャグラーEX,886,901,-64,4,1,0,1/180.2,1/225.2,1/901.0,1/0.0
ネオアイムジャグラーEX,887,2561,-576,9,3,0,1/213.4,1/284.6,1/853.7,1/0.0
ネオアイムジャグラーEX,888,1395,-1244,2,2,0,1/348.8,1/697.5,1/697.5,1/0.0
ネオアイムジャグラーEX,889,471,-517,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ネオアイムジャグラーEX,890,4029,-552,13,13,0,1/155.0,1/309.9,1/309.9,1/0.0
ネオアイムジャグラーEX,891,2067,-669,6,2,0,1/258.4,1/344.5,1/1033.5,1/0.0
ネオアイムジャグラーEX,892,3778,-1709,8,12,0,1/188.9,1/472.2,1/314.8,1/0.0
ネオアイムジャグラーEX,893,1346,-1570,0,1,0,1/1346.0,1/0.0,1/1346.0,1/0.0
ネオアイムジャグラーEX,894,3155,360,13,8,0,1/150.2,1/242.7,1/394.4,1/0.0
ネオアイムジャグラーEX,895,1864,-1081,3,4,0,1/266.3,1/621.3,1/466.0,1/0.0
ネオアイムジャグラーEX,896,1899,-576,5,4,0,1/211.0,1/379.8,1/474.8,1/0.0
ネオアイムジャグラーEX,897,2267,-227,8,5,0,1/174.4,1/283.4,1/453.4,1/0.0
ネオアイムジャグラーEX,898,3793,-390,11,13,0,1/158.0,1/344.8,1/291.8,1/0.0
ネオアイムジャグラーEX,899,4210,331,18,8,0,1/161.9,1/233.9,1/526.2,1/0.0
ネオアイムジャグラーEX,900,6135,221,23,19,0,1/146.1,1/266.7,1/322.9,1/0.0
ネオアイムジャグラーEX,901,3540,-366,15,5,0,1/177.0,1/236.0,1/708.0,1/0.0
ネオアイムジャグラーEX,902,1516,-587,4,3,0,1/216.6,1/379.0,1/505.3,1/0.0
ネオアイムジャグラーEX,903,2172,-919,3,10,0,1/167.1,1/724.0,1/217.2,1/0.0
ネオアイムジャグラーEX,904,1869,-483,6,2,0,1/233.6,1/311.5,1/934.5,1/0.0
ネオアイムジャグラーEX,905,2066,-413,7,5,0,1/172.2,1/295.1,1/413.2,1/0.0
ネオアイムジャグラーEX,906,2623,-517,9,5,0,1/187.4,1/291.4,1/524.6,1/0.0
ネオアイムジャグラーEX,907,3315,-994,8,9,0,1/195.0,1/414.4,1/368.3,1/0.0
ネオアイムジャグラーEX,908,4030,-1221,13,5,0,1/223.9,1/310.0,1/806.0,1/0.0
ネオアイムジャグラーEX,909,2026,-331,7,6,0,1/155.8,1/289.4,1/337.7,1/0.0
ネオアイムジャグラーEX,910,3856,593,16,9,0,1/154.2,1/241.0,1/428.4,1/0.0
