機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,7585,1314,31,30,0,1/124.3,1/244.7,1/252.8,1/0.0
ネオアイムジャグラーEX,882,6358,942,27,16,0,1/147.9,1/235.5,1/397.4,1/0.0
ネオアイムジャグラーEX,883,7569,-99,26,29,0,1/137.6,1/291.1,1/261.0,1/0.0
ネオアイムジャグラーEX,884,4350,-1802,12,6,0,1/241.7,1/362.5,1/725.0,1/0.0
ネオアイムジャグラーEX,885,7542,1419,30,28,0,1/130.0,1/251.4,1/269.4,1/0.0
ネオアイムジャグラーEX,886,6674,686,27,21,0,1/139.0,1/247.2,1/317.8,1/0.0
ネオアイムジャグラーEX,887,8838,3186,42,37,0,1/111.9,1/210.4,1/238.9,1/0.0
ネオアイムジャグラーEX,888,7615,2349,35,31,0,1/115.4,1/217.6,1/245.6,1/0.0
ネオアイムジャグラーEX,889,4860,-1977,11,16,0,1/180.0,1/441.8,1/303.8,1/0.0
ネオアイムジャグラーEX,890,6117,-1221,17,20,0,1/165.3,1/359.8,1/305.9,1/0.0
ネオアイムジャグラーEX,891,8516,1570,35,29,0,1/133.1,1/243.3,1/293.7,1/0.0
ネオアイムジャグラーEX,892,9167,1884,41,25,0,1/138.9,1/223.6,1/366.7,1/0.0
ネオアイムジャグラーEX,893,6152,-1198,18,18,0,1/170.9,1/341.8,1/341.8,1/0.0
ネオアイムジャグラーEX,894,6617,-99,25,15,0,1/165.4,1/264.7,1/441.1,1/0.0
ネオアイムジャグラーEX,895,9251,1663,36,43,0,1/117.1,1/257.0,1/215.1,1/0.0
ネオアイムジャグラーEX,896,4753,-1081,14,12,0,1/182.8,1/339.5,1/396.1,1/0.0
ネオアイムジャグラーEX,897,7187,-1174,23,22,0,1/159.7,1/312.5,1/326.7,1/0.0
ネオアイムジャグラーEX,898,8633,773,31,31,0,1/139.2,1/278.5,1/278.5,1/0.0
ネオアイムジャグラーEX,899,5683,-35,19,19,0,1/149.6,1/299.1,1/299.1,1/0.0
ネオアイムジャグラーEX,900,7373,-500,29,11,0,1/184.3,1/254.2,1/670.3,1/0.0
ネオアイムジャグラーEX,901,6739,1360,31,17,0,1/140.4,1/217.4,1/396.4,1/0.0
ネオアイムジャグラーEX,902,5676,-1663,15,15,0,1/189.2,1/378.4,1/378.4,1/0.0
ネオアイムジャグラーEX,903,6020,-733,19,20,0,1/154.4,1/316.8,1/301.0,1/0.0
ネオアイムジャグラーEX,904,8342,1174,33,30,0,1/132.4,1/252.8,1/278.1,1/0.0
ネオアイムジャグラーEX,905,6658,-1849,17,26,0,1/154.8,1/391.6,1/256.1,1/0.0
ネオアイムジャグラーEX,906,4593,227,17,13,0,1/153.1,1/270.2,1/353.3,1/0.0
ネオアイムジャグラーEX,907,7443,1035,34,21,0,1/135.3,1/218.9,1/354.4,1/0.0
ネオアイムジャグラーEX,908,7164,-436,25,20,0,1/159.2,1/286.6,1/358.2,1/0.0
ネオアイムジャグラーEX,909,7294,157,26,26,0,1/140.3,1/280.5,1/280.5,1/0.0
ネオアイムジャグラーEX,910,7171,262,29,21,0,1/143.4,1/247.3,1/341.5,1/0.0
ネオアイムジャグラーEX,911,3889,-2302,6,9,0,1/259.3,1/648.2,1/432.1,1/0.0
ネオアイムジャグラーEX,912,7010,221,27,20,0,1/149.1,1/259.6,1/350.5,1/0.0
ネオアイムジャグラーEX,913,5997,-669,19,17,0,1/166.6,1/315.6,1/352.8,1/0.0
ネオアイムジャグラーEX,914,7119,1407,33,20,0,1/134.3,1/215.7,1/355.9,1/0.0
ネオアイムジャグラーEX,915,4362,-1779,11,10,0,1/207.7,1/396.5,1/436.2,1/0.0
ネオアイムジャグラーEX,916,7197,1058,29,27,0,1/128.5,1/248.2,1/266.6,1/0.0
ネオアイムジャグラーEX,917,6000,-2302,16,13,0,1/206.9,1/375.0,1/461.5,1/0.0
ネオアイムジャグラーEX,918,8274,2163,38,25,0,1/131.3,1/217.7,1/331.0,1/0.0
ネオアイムジャグラーEX,919,7928,384,32,21,0,1/149.6,1/247.8,1/377.5,1/0.0
ネオアイムジャグラーEX,920,6638,-413,21,25,0,1/144.3,1/316.1,1/265.5,1/0.0
ゴーゴージャグラー3,921,5547,-1151,18,14,0,1/173.3,1/308.2,1/396.2,1/0.0
ゴーゴージャグラー3,922,7524,733,32,28,0,1/125.4,1/235.1,1/268.7,1/0.0
ゴーゴージャグラー3,923,7446,547,31,25,0,1/133.0,1/240.2,1/297.8,1/0.0
ゴーゴージャグラー3,924,6485,4151,40,22,0,1/104.6,1/162.1,1/294.8,1/0.0
ゴーゴージャグラー3,925,5911,-174,23,17,0,1/147.8,1/257.0,1/347.7,1/0.0
ゴーゴージャグラー3,926,7658,1035,25,41,0,1/116.0,1/306.3,1/186.8,1/0.0
ゴーゴージャグラー3,927,6371,-134,23,22,0,1/141.6,1/277.0,1/289.6,1/0.0
ゴーゴージャグラー3,928,7674,1523,36,18,0,1/142.1,1/213.2,1/426.3,1/0.0
ゴーゴージャグラー3,929,7559,-756,27,23,0,1/151.2,1/280.0,1/328.7,1/0.0
ゴーゴージャグラー3,930,3935,-878,13,7,0,1/196.8,1/302.7,1/562.1,1/0.0
