機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,2739,-436,9,9,0,1/152.2,1/304.3,1/304.3,1/0.0
ネオアイムジャグラーEX,882,5877,1372,24,23,0,1/125.0,1/244.9,1/255.5,1/0.0
ネオアイムジャグラーEX,883,6240,-1198,19,17,0,1/173.3,1/328.4,1/367.1,1/0.0
ネオアイムジャグラーEX,884,6699,733,25,29,0,1/124.1,1/268.0,1/231.0,1/0.0
ネオアイムジャグラーEX,885,7487,1977,29,35,0,1/117.0,1/258.2,1/213.9,1/0.0
ネオアイムジャグラーEX,886,7391,2721,35,30,0,1/113.7,1/211.2,1/246.4,1/0.0
ネオアイムジャグラーEX,887,1548,-657,4,3,0,1/221.1,1/387.0,1/516.0,1/0.0
ネオアイムジャグラーEX,888,2294,-297,7,7,0,1/163.9,1/327.7,1/327.7,1/0.0
ネオアイムジャグラーEX,889,4853,430,17,17,0,1/142.7,1/285.5,1/285.5,1/0.0
ネオアイムジャグラーEX,890,2187,-1337,4,4,0,1/273.4,1/546.8,1/546.8,1/0.0
ネオアイムジャグラーEX,891,5125,-593,14,21,0,1/146.4,1/366.1,1/244.0,1/0.0
ネオアイムジャグラーEX,892,2069,-145,8,6,0,1/147.8,1/258.6,1/344.8,1/0.0
ネオアイムジャグラーEX,893,8234,105,30,26,0,1/147.0,1/274.5,1/316.7,1/0.0
ネオアイムジャグラーEX,894,1073,-529,2,2,0,1/268.2,1/536.5,1/536.5,1/0.0
ネオアイムジャグラーEX,895,3920,-570,13,7,0,1/196.0,1/301.5,1/560.0,1/0.0
ネオアイムジャグラーEX,896,1792,-1058,4,2,0,1/298.7,1/448.0,1/896.0,1/0.0
ネオアイムジャグラーEX,897,3876,-1128,14,2,0,1/242.2,1/276.9,1/1938.0,1/0.0
ネオアイムジャグラーEX,898,1919,-634,6,4,0,1/191.9,1/319.8,1/479.8,1/0.0
ネオアイムジャグラーEX,899,6255,378,26,19,0,1/139.0,1/240.6,1/329.2,1/0.0
ネオアイムジャグラーEX,900,5360,-110,19,16,0,1/153.1,1/282.1,1/335.0,1/0.0
ネオアイムジャグラーEX,901,3607,58,14,13,0,1/133.6,1/257.6,1/277.5,1/0.0
ネオアイムジャグラーEX,902,4201,-122,12,17,0,1/144.9,1/350.1,1/247.1,1/0.0
ネオアイムジャグラーEX,903,2269,-483,7,4,0,1/206.3,1/324.1,1/567.2,1/0.0
ネオアイムジャグラーEX,904,5689,1128,24,20,0,1/129.3,1/237.0,1/284.4,1/0.0
ネオアイムジャグラーEX,905,4638,-29,18,13,0,1/149.6,1/257.7,1/356.8,1/0.0
ネオアイムジャグラーEX,906,2157,-343,6,7,0,1/165.9,1/359.5,1/308.1,1/0.0
ネオアイムジャグラーEX,907,7024,1186,30,23,0,1/132.5,1/234.1,1/305.4,1/0.0
ネオアイムジャグラーEX,908,5314,1279,23,18,0,1/129.6,1/231.0,1/295.2,1/0.0
ネオアイムジャグラーEX,909,6709,1837,30,23,0,1/126.6,1/223.6,1/291.7,1/0.0
ネオアイムジャグラーEX,910,7007,1337,27,34,0,1/114.9,1/259.5,1/206.1,1/0.0
ネオアイムジャグラーEX,911,1164,-552,2,4,0,1/194.0,1/582.0,1/291.0,1/0.0
ネオアイムジャグラーEX,912,9085,2581,39,38,0,1/118.0,1/232.9,1/239.1,1/0.0
ネオアイムジャグラーEX,913,3055,779,16,4,0,1/152.8,1/190.9,1/763.8,1/0.0
ネオアイムジャグラーEX,914,7495,680,28,26,0,1/138.8,1/267.7,1/288.3,1/0.0
ネオアイムジャグラーEX,915,4411,895,19,18,0,1/119.2,1/232.2,1/245.1,1/0.0
ネオアイムジャグラーEX,916,2156,-1430,3,5,0,1/269.5,1/718.7,1/431.2,1/0.0
ネオアイムジャグラーEX,917,4251,860,20,12,0,1/132.8,1/212.6,1/354.2,1/0.0
ネオアイムジャグラーEX,918,6039,-593,20,22,0,1/143.8,1/301.9,1/274.5,1/0.0
ネオアイムジャグラーEX,919,1577,-692,4,2,0,1/262.8,1/394.2,1/788.5,1/0.0
ネオアイムジャグラーEX,920,5081,500,19,16,0,1/145.2,1/267.4,1/317.6,1/0.0
ゴーゴージャグラー3,921,3494,-1035,12,7,0,1/183.9,1/291.2,1/499.1,1/0.0
ゴーゴージャグラー3,922,3534,-634,9,13,0,1/160.6,1/392.7,1/271.8,1/0.0
