機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,4907,-2163,9,14,0,1/213.3,1/545.2,1/350.5,1/0.0
ネオアイムジャグラーEX,882,3857,663,18,10,0,1/137.8,1/214.3,1/385.7,1/0.0
ネオアイムジャグラーEX,883,8412,2256,41,27,0,1/123.7,1/205.2,1/311.6,1/0.0
ネオアイムジャグラーEX,884,4958,1058,22,19,0,1/120.9,1/225.4,1/260.9,1/0.0
ネオアイムジャグラーEX,885,3279,-866,9,9,0,1/182.2,1/364.3,1/364.3,1/0.0
ネオアイムジャグラーEX,886,1482,-343,4,5,0,1/164.7,1/370.5,1/296.4,1/0.0
ネオアイムジャグラーEX,887,5870,1360,26,21,0,1/124.9,1/225.8,1/279.5,1/0.0
ネオアイムジャグラーEX,888,6149,1267,27,20,0,1/130.8,1/227.7,1/307.4,1/0.0
ネオアイムジャグラーEX,889,1273,-657,3,3,0,1/212.2,1/424.3,1/424.3,1/0.0
ネオアイムジャグラーEX,890,3709,-1221,10,9,0,1/195.2,1/370.9,1/412.1,1/0.0
ネオアイムジャグラーEX,891,1569,-738,4,1,0,1/313.8,1/392.2,1/1569.0,1/0.0
ネオアイムジャグラーEX,892,4524,227,17,15,0,1/141.4,1/266.1,1/301.6,1/0.0
ネオアイムジャグラーEX,893,3426,-878,10,10,0,1/171.3,1/342.6,1/342.6,1/0.0
ネオアイムジャグラーEX,894,986,-366,3,1,0,1/246.5,1/328.7,1/986.0,1/0.0
ネオアイムジャグラーEX,895,4992,1384,25,8,0,1/151.3,1/199.7,1/624.0,1/0.0
ネオアイムジャグラーEX,896,2381,-308,8,6,0,1/170.1,1/297.6,1/396.8,1/0.0
ネオアイムジャグラーEX,897,2143,64,7,8,0,1/142.9,1/306.1,1/267.9,1/0.0
ネオアイムジャグラーEX,898,4630,76,14,21,0,1/132.3,1/330.7,1/220.5,1/0.0
ネオアイムジャグラーEX,899,2591,-785,7,8,0,1/172.7,1/370.1,1/323.9,1/0.0
ネオアイムジャグラーEX,900,3496,-448,13,5,0,1/194.2,1/268.9,1/699.2,1/0.0
ネオアイムジャグラーEX,901,8784,157,31,28,0,1/148.9,1/283.4,1/313.7,1/0.0
ネオアイムジャグラーEX,902,1195,-401,3,2,0,1/239.0,1/398.3,1/597.5,1/0.0
ネオアイムジャグラーEX,903,832,-564,1,1,0,1/416.0,1/832.0,1/832.0,1/0.0
ネオアイムジャグラーEX,904,7493,2628,36,26,0,1/120.9,1/208.1,1/288.2,1/0.0
ネオアイムジャグラーEX,905,1224,471,7,2,0,1/136.0,1/174.9,1/612.0,1/0.0
ネオアイムジャグラーEX,906,3564,-529,11,8,0,1/187.6,1/324.0,1/445.5,1/0.0
ネオアイムジャグラーEX,907,971,-994,1,1,0,1/485.5,1/971.0,1/971.0,1/0.0
ネオアイムジャグラーEX,908,5161,2907,29,18,0,1/109.8,1/178.0,1/286.7,1/0.0
ネオアイムジャグラーEX,909,1125,-541,2,3,0,1/225.0,1/562.5,1/375.0,1/0.0
ネオアイムジャグラーEX,910,6260,-820,19,23,0,1/149.0,1/329.5,1/272.2,1/0.0
ネオアイムジャグラーEX,911,3056,-494,8,12,0,1/152.8,1/382.0,1/254.7,1/0.0
ネオアイムジャグラーEX,912,4455,3140,26,17,0,1/103.6,1/171.3,1/262.1,1/0.0
ネオアイムジャグラーEX,913,5892,2070,26,31,0,1/103.4,1/226.6,1/190.1,1/0.0
ネオアイムジャグラーEX,914,3744,-797,11,10,0,1/178.3,1/340.4,1/374.4,1/0.0
ネオアイムジャグラーEX,915,996,-238,3,2,0,1/199.2,1/332.0,1/498.0,1/0.0
ネオアイムジャグラーEX,916,6708,797,28,21,0,1/136.9,1/239.6,1/319.4,1/0.0
ネオアイムジャグラーEX,917,1363,41,6,1,0,1/194.7,1/227.2,1/1363.0,1/0.0
ネオアイムジャグラーEX,918,5718,733,26,13,0,1/146.6,1/219.9,1/439.8,1/0.0
ネオアイムジャグラーEX,919,2313,-645,6,6,0,1/192.8,1/385.5,1/385.5,1/0.0
