機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,4500,471,18,15,0,1/136.4,1/250.0,1/300.0,1/0.0
ネオアイムジャグラーEX,882,1286,-785,2,2,0,1/321.5,1/643.0,1/643.0,1/0.0
ネオアイムジャグラーEX,883,3366,-1884,5,12,0,1/198.0,1/673.2,1/280.5,1/0.0
ネオアイムジャグラーEX,884,725,-529,1,1,0,1/362.5,1/725.0,1/725.0,1/0.0
ネオアイムジャグラーEX,885,4993,-576,15,16,0,1/161.1,1/332.9,1/312.1,1/0.0
ネオアイムジャグラーEX,886,2331,-343,8,6,0,1/166.5,1/291.4,1/388.5,1/0.0
ネオアイムジャグラーEX,887,1235,-390,4,3,0,1/176.4,1/308.8,1/411.7,1/0.0
ネオアイムジャグラーEX,888,7455,-826,22,32,0,1/138.1,1/338.9,1/233.0,1/0.0
ネオアイムジャグラーEX,889,684,17,3,1,0,1/171.0,1/228.0,1/684.0,1/0.0
ネオアイムジャグラーEX,890,5709,-1570,16,19,0,1/163.1,1/356.8,1/300.5,1/0.0
ネオアイムジャグラーEX,891,1721,227,7,7,0,1/122.9,1/245.9,1/245.9,1/0.0
ネオアイムジャグラーEX,892,4454,-942,13,13,0,1/171.3,1/342.6,1/342.6,1/0.0
ネオアイムジャグラーEX,893,746,-180,2,2,0,1/186.5,1/373.0,1/373.0,1/0.0
ネオアイムジャグラーEX,894,7844,1616,30,42,0,1/108.9,1/261.5,1/186.8,1/0.0
ネオアイムジャグラーEX,895,1198,-483,3,3,0,1/199.7,1/399.3,1/399.3,1/0.0
ネオアイムジャグラーEX,896,1545,-17,5,5,0,1/154.5,1/309.0,1/309.0,1/0.0
ネオアイムジャグラーEX,897,232,-331,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ネオアイムジャグラーEX,898,6815,1547,28,25,0,1/128.6,1/243.4,1/272.6,1/0.0
ネオアイムジャグラーEX,899,404,-401,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ネオアイムジャグラーEX,900,5428,-907,13,25,0,1/142.8,1/417.5,1/217.1,1/0.0
ネオアイムジャグラーEX,901,5240,-715,19,14,0,1/158.8,1/275.8,1/374.3,1/0.0
ネオアイムジャグラーEX,902,468,-320,1,1,0,1/234.0,1/468.0,1/468.0,1/0.0
ネオアイムジャグラーEX,903,4962,1105,23,15,0,1/130.6,1/215.7,1/330.8,1/0.0
ネオアイムジャグラーEX,904,751,-238,2,2,0,1/187.8,1/375.5,1/375.5,1/0.0
