機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,7032,965,30,25,0,1/127.9,1/234.4,1/281.3,1/0.0
ネオアイムジャグラーEX,882,2958,-459,9,9,0,1/164.3,1/328.7,1/328.7,1/0.0
ネオアイムジャグラーEX,883,8013,831,30,33,0,1/127.2,1/267.1,1/242.8,1/0.0
ネオアイムジャグラーEX,884,8565,81,28,34,0,1/138.1,1/305.9,1/251.9,1/0.0
ネオアイムジャグラーEX,885,7813,424,28,29,0,1/137.1,1/279.0,1/269.4,1/0.0
ネオアイムジャグラーEX,886,8308,3186,41,29,0,1/118.7,1/202.6,1/286.5,1/0.0
ネオアイムジャグラーEX,887,2355,110,9,6,0,1/157.0,1/261.7,1/392.5,1/0.0
ネオアイムジャグラーEX,888,5708,-727,21,13,0,1/167.9,1/271.8,1/439.1,1/0.0
ネオアイムジャグラーEX,889,1789,-1407,2,3,0,1/357.8,1/894.5,1/596.3,1/0.0
ネオアイムジャグラーEX,890,7808,291,33,20,0,1/147.3,1/236.6,1/390.4,1/0.0
ネオアイムジャグラーEX,891,5642,-808,16,20,0,1/156.7,1/352.6,1/282.1,1/0.0
ネオアイムジャグラーEX,892,5184,-709,14,19,0,1/157.1,1/370.3,1/272.8,1/0.0
ネオアイムジャグラーEX,893,6966,1523,29,27,0,1/124.4,1/240.2,1/258.0,1/0.0
ネオアイムジャグラーEX,894,1975,-227,8,3,0,1/179.5,1/246.9,1/658.3,1/0.0
ネオアイムジャグラーEX,895,5794,203,22,20,0,1/138.0,1/263.4,1/289.7,1/0.0
ネオアイムジャグラーEX,896,8396,2070,36,31,0,1/125.3,1/233.2,1/270.8,1/0.0
ネオアイムジャグラーEX,897,3781,-587,10,13,0,1/164.4,1/378.1,1/290.8,1/0.0
ネオアイムジャグラーEX,898,8195,-401,25,35,0,1/136.6,1/327.8,1/234.1,1/0.0
ネオアイムジャグラーEX,899,2853,-87,11,4,0,1/190.2,1/259.4,1/713.2,1/0.0
ネオアイムジャグラーEX,900,5987,-599,18,21,0,1/153.5,1/332.6,1/285.1,1/0.0
ネオアイムジャグラーEX,901,7719,1640,31,33,0,1/120.6,1/249.0,1/233.9,1/0.0
ネオアイムジャグラーEX,902,8284,4151,43,32,0,1/110.5,1/192.7,1/258.9,1/0.0
