機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,3706,-366,11,12,0,1/161.1,1/336.9,1/308.8,1/0.0
ネオアイムジャグラーEX,882,4170,-1279,8,14,0,1/189.5,1/521.2,1/297.9,1/0.0
ネオアイムジャグラーEX,883,7014,291,25,28,0,1/132.3,1/280.6,1/250.5,1/0.0
ネオアイムジャグラーEX,884,784,-157,2,2,0,1/196.0,1/392.0,1/392.0,1/0.0
ネオアイムジャグラーEX,885,7924,831,29,33,0,1/127.8,1/273.2,1/240.1,1/0.0
ネオアイムジャグラーEX,886,592,-587,1,0,0,1/592.0,1/592.0,1/0.0,1/0.0
ネオアイムジャグラーEX,887,937,-622,2,1,0,1/312.3,1/468.5,1/937.0,1/0.0
ネオアイムジャグラーEX,888,7248,198,28,21,0,1/147.9,1/258.9,1/345.1,1/0.0
ネオアイムジャグラーEX,889,2613,-169,9,6,0,1/174.2,1/290.3,1/435.5,1/0.0
ネオアイムジャグラーEX,890,1780,-1128,3,1,0,1/445.0,1/593.3,1/1780.0,1/0.0
ネオアイムジャグラーEX,891,5049,-1360,13,17,0,1/168.3,1/388.4,1/297.0,1/0.0
ネオアイムジャグラーEX,892,976,-413,2,2,0,1/244.0,1/488.0,1/488.0,1/0.0
ネオアイムジャグラーEX,893,5584,523,20,23,0,1/129.9,1/279.2,1/242.8,1/0.0
ネオアイムジャグラーEX,894,1954,-483,7,4,0,1/177.6,1/279.1,1/488.5,1/0.0
ネオアイムジャグラーEX,895,4283,273,20,8,0,1/153.0,1/214.2,1/535.4,1/0.0
ネオアイムジャグラーEX,896,3660,-41,14,9,0,1/159.1,1/261.4,1/406.7,1/0.0
ネオアイムジャグラーEX,897,794,-773,1,0,0,1/794.0,1/794.0,1/0.0,1/0.0
ネオアイムジャグラーEX,898,6804,1198,27,27,0,1/126.0,1/252.0,1/252.0,1/0.0
ネオアイムジャグラーEX,899,776,-76,3,0,0,1/258.7,1/258.7,1/0.0,1/0.0
ネオアイムジャグラーEX,900,5655,2860,30,20,0,1/113.1,1/188.5,1/282.8,1/0.0
ネオアイムジャグラーEX,901,3917,-238,14,8,0,1/178.0,1/279.8,1/489.6,1/0.0
ネオアイムジャグラーEX,902,4561,500,18,16,0,1/134.1,1/253.4,1/285.1,1/0.0
ネオアイムジャグラーEX,903,3149,413,15,4,0,1/165.7,1/209.9,1/787.2,1/0.0
ネオアイムジャグラーEX,904,4370,-640,16,12,0,1/156.1,1/273.1,1/364.2,1/0.0
ネオアイムジャグラーEX,905,645,-564,1,0,0,1/645.0,1/645.0,1/0.0,1/0.0
ネオアイムジャグラーEX,906,5920,151,20,23,0,1/137.7,1/296.0,1/257.4,1/0.0
ネオアイムジャグラーEX,907,1552,-610,4,4,0,1/194.0,1/388.0,1/388.0,1/0.0
ネオアイムジャグラーEX,908,5322,-151,20,15,0,1/152.1,1/266.1,1/354.8,1/0.0
ネオアイムジャグラーEX,909,6069,-517,19,19,0,1/159.7,1/319.4,1/319.4,1/0.0
